date,cloud,weather,visibility_km,solar,temperature_c,rainfall_mm,snowfall_cm,snowdepth_cm,sunshine_hours,windspeed_ms,wind_direction
1985/12/1 1:00,,,,,,0,,,,,
1985/12/1 2:00,,,,,,0,,,,,
1985/12/1 3:00,0,,,,4.8,0,,,,2.5,êºñkêº
1985/12/1 4:00,,,,,,0,,,,,
1985/12/1 5:00,,,,,,0,,,,,
1985/12/1 6:00,0+,,,,4.4,0,,,,1.3,ñkñkêº
1985/12/1 7:00,,,,,,0,,,,,
1985/12/1 8:00,,,,,,0,,,,,
1985/12/1 9:00,0,,,,5.9,0,,,,1.5,ñk
1985/12/1 10:00,,,,,,0,,,,,
1985/12/1 11:00,,,,,,0,,,,,
1985/12/1 12:00,0,,,,10.9,0,,,,0.8,ìÏêº
1985/12/1 13:00,,,,,,0,,,,,
1985/12/1 14:00,,,,,,0,,,,,
1985/12/1 15:00,0,,,,14.3,0,,,,4.4,ìÏêº
1985/12/1 16:00,,,,,,0,,,,,
1985/12/1 17:00,,,,,,0,,,,,
1985/12/1 18:00,0,,,,11.9,0,,,,3.2,ìÏêº
1985/12/1 19:00,,,,,,0,,,,,
1985/12/1 20:00,,,,,,0,,,,,
1985/12/1 21:00,0,,,,8.9,0,,,,0.9,ñk
1985/12/1 22:00,,,,,,0,,,,,
1985/12/1 23:00,,,,,,0,,,,,
1985/12/2 0:00,4,,,,6.9,0,,,,1,ñkìå
1986/12/1 1:00,,,,,,0,,,,,
1986/12/1 2:00,,,,,,0,,,,,
1986/12/1 3:00,0,,,,4.8,0,,,,3.5,ñkñkêº
1986/12/1 4:00,,,,,,0,,,,,
1986/12/1 5:00,,,,,,0,,,,,
1986/12/1 6:00,0,,,,3,0,,,,1.1,êºñkêº
1986/12/1 7:00,,,,,,0,,,,,
1986/12/1 8:00,,,,,,0,,,,,
1986/12/1 9:00,0,,,,8.1,0,,,,2.6,ìÏêº
1986/12/1 10:00,,,,,,0,,,,,
1986/12/1 11:00,,,,,,0,,,,,
1986/12/1 12:00,0+,,,,13.7,0,,,,0.9,ñk
1986/12/1 13:00,,,,,,0,,,,,
1986/12/1 14:00,,,,,,0,,,,,
1986/12/1 15:00,1,,,,15,0,,,,1.5,ìå
1986/12/1 16:00,,,,,,0,,,,,
1986/12/1 17:00,,,,,,0,,,,,
1986/12/1 18:00,0,,,,13.1,0,,,,4,ñkêº
