date,cloud,weather,visibility_km,solar,temperature_c,rainfall_mm,snowfall_cm,snowdepth_cm,sunshine_hours,windspeed_ms,wind_direction
1985/1/27 1:00,,,,,,0,,,,,
1985/1/27 2:00,,,,,,0,,,,,
1985/1/27 3:00,0+,,,,0.9,0,,,,4.6,ñkñkêº
1985/1/27 4:00,,,,,,0,,,,,
1985/1/27 5:00,,,,,,0,,,,,
1985/1/27 6:00,8,,,,-1.1,0,,,,2.7,ñkñkìå
1985/1/27 7:00,,,,,,0,,,,,
1985/1/27 8:00,,,,,,0,,,,,
1985/1/27 9:00,10,,,,1.1,0,,,,2.8,ñkñkìå
1985/1/27 10:00,,,,,,0,,,,,
1985/1/27 11:00,,,,,,0,,,,,
1985/1/27 12:00,10,,,,3.2,0,,,,1.7,ñkñkìå
1985/1/27 13:00,,,,,,0,,,,,
1985/1/27 14:00,,,,,,0,,,,,
1985/1/27 15:00,10-,,,,4.9,0,,,,1.9,ìå
1985/1/27 16:00,,,,,,0,,,,,
1985/1/27 17:00,,,,,,0,,,,,
1985/1/27 18:00,10-,,,,4.8,0,,,,2,ñkñkìå
1985/1/27 19:00,,,,,,0,,,,,
1985/1/27 20:00,,,,,,0,,,,,
1985/1/27 21:00,9,,,,4.4,0,,,,2.2,ñkñkêº
1985/1/27 22:00,,,,,,0,,,,,
1985/1/27 23:00,,,,,,0,,,,,
1985/1/28 0:00,3,,,,2.4,0,,,,1.9,ñkñkêº
1986/1/27 1:00,,,,,,0,,,,,
1986/1/27 2:00,,,,,,0,,,,,
1986/1/27 3:00,7,,,,0.9,0,,,,2.8,ñkñkêº
1986/1/27 4:00,,,,,,0,,,,,
1986/1/27 5:00,,,,,,0,,,,,
1986/1/27 6:00,0+,,,,-0.3,0,,,,3,ñkêº
1986/1/27 7:00,,,,,,0,,,,,
1986/1/27 8:00,,,,,,0,,,,,
1986/1/27 9:00,1,,,,2.6,0,,,,3.1,ñkêº
1986/1/27 10:00,,,,,,0,,,,,
1986/1/27 11:00,,,,,,0,,,,,
1986/1/27 12:00,1,,,,5.7,0,,,,3.7,ñkñkêº
1986/1/27 13:00,,,,,,0,,,,,
