date,cloud,weather,visibility_km,solar,temperature_c,rainfall_mm,snowfall_cm,snowdepth_cm,sunshine_hours,windspeed_ms,wind_direction,
1991/1/2 2:00,,,,,5.8,0,,,,2.9,êºñkêº,
1991/1/2 3:00,0,1,8,,4.6,0,,,,1.4,êºñkêº,
1991/1/2 4:00,,,,,4.9,0,,,,0.8,ñkêº,
1991/1/2 5:00,,,,,4.1,0,,,,0.9,ìÏ,
1991/1/2 6:00,0+,1,15,,4.9,0,,,,0.8,ñkñkêº,
1991/1/2 7:00,,,,0,4.8,0,,,0,1.8,ìÏ,
1991/1/2 8:00,,,,0.09,7,0,,,0.1,1,ìÏìå,
1991/1/2 9:00,10,4,8,0.25,8.8,0,,0,0,0.1,ê√â∏,
1991/1/2 10:00,,,,0.23,9.1,0,,,0,1.5,ñk,
1991/1/2 11:00,,,,0.13,8.8,0,,,0,2.1,ñkñkêº,
1991/1/2 12:00,10,4,4,0.36,9.1,0,,,0,2.2,ñk,
1991/1/2 13:00,,,,0.29,9,0,,,0,2.1,ñkñkêº,
1991/1/2 14:00,,,,0.15,9.3,0,,,0,2.2,ñk,
1991/1/2 15:00,10-,10,5,0.12,9.3,0,,0,0,2.4,ñk,
1991/1/2 16:00,,,,0.18,9.9,0,,,0,3.1,ñk,
1991/1/2 17:00,,,,0.03,9.7,0,,,0,3,ñk,
1991/1/2 18:00,10-,4,4.5,0,9.6,0,,,,3.1,ñk,
1991/1/2 19:00,,,,,9.7,0,,,,1.8,ñkñkêº,
1991/1/2 20:00,,,,,9.7,0,,,,2.9,ñk,
1991/1/2 21:00,8,2,8,,9.1,0,,0,,3,ñkìå,
1991/1/2 22:00,,,,,9.2,0,,,,1.2,ìåñkìå,
1991/1/2 23:00,,,,,9.1,0,,,,0.6,ñkñkêº,
1991/1/3 0:00,8,2,20,,7.8,0,,,,0.6,ñkñkìå,
1992/1/2 1:00,,,,,5.1,0,,,,2.5,ñkñkêº,
1992/1/2 2:00,,,,,4.7,0,,,,2,ñkñkêº,
1992/1/2 3:00,0+,1,6,,4.6,0,,,,3,ñk,
1992/1/2 4:00,,,,,4.1,0,,,,3.1,ñkñkêº,
1992/1/2 5:00,,,,,4.2,0,,,,2.7,ñkñkêº,
1992/1/2 6:00,0+,1,8,,3.9,0,,,,3.2,ñk,
1992/1/2 7:00,,,,0,3.8,0,,,0,3.3,ñkñkêº,
1992/1/2 8:00,,,,0.18,4.6,0,,,0.2,2.5,ñkñkêº,
1992/1/2 9:00,0+,1,10,0.73,5.7,0,,0,1,2.2,ñk,
1992/1/2 10:00,,,,1.22,7.5,0,,,1,2.3,ñk,
1992/1/2 11:00,,,,1.57,8.9,0,,,1,1.4,ñkñkìå,
1992/1/2 12:00,1,1,15,1.71,10.5,0,,,1,1.5,ìåñkìå,
1992/1/2 13:00,,,,1.67,11.2,0,,,1,1.9,ñkêº,
1992/1/2 14:00,,,,1.43,11.8,0,,,1,1.5,ñk,
1992/1/2 15:00,2,2,15,0.99,11.5,0,,0,1,2.1,ñk,
1992/1/2 16:00,,,,0.29,10.8,0,,,0.1,0.5,ìÏìÏêº,
1992/1/2 17:00,,,,0.04,10.2,0,,,0,2.7,ìÏ,
1992/1/2 18:00,6,2,10,0,9.7,0,,,,2.1,ìÏ,
1992/1/2 19:00,,,,,8.5,0,,,,1,ìÏìå,
1992/1/2 20:00,,,,,9.6,0,,,,2.8,ìÏ,
1992/1/2 21:00,1,1,10,,9.1,0,,0,,1.7,ìÏìå,
1992/1/2 22:00,,,,,8.2,0,,,,2.2,ìå,
1992/1/2 23:00,,,,,8.3,0,,,,1.7,ñkìå,
1992/1/3 0:00,10-,4,10,,7.5,0,,,,2.4,ñkñkêº,
1993/1/2 1:00,,,,,4.7,0,,,,2.2,ñkñkêº,
1993/1/2 2:00,,,,,5,0,,,,2.4,ñk,
1993/1/2 3:00,10-,3,20,,3.3,0,,,,3.5,ñkñkêº,
1993/1/2 4:00,,,,,3,0,,,,2.2,ñkñkêº,
1993/1/2 5:00,,,,,3.2,0,,,,3.2,ñkñkêº,
1993/1/2 6:00,10-,4,20,,3.4,0,,,,3,ñkñkêº,
1993/1/2 7:00,,,,0,3.4,0,,,0,2.9,ñkñkêº,
1993/1/2 8:00,,,,0.09,3.9,0,,,0,2.8,ñkñkêº,
1993/1/2 9:00,10,10,12,0.3,4.2,0,,0,0,2.7,ñkñkêº,
1993/1/2 10:00,,,,0.21,4.2,0,,,0,3.1,ñkñkêº,
1993/1/2 11:00,,,,0.23,3.4,0,,,0,2.9,ñkñkêº,
1993/1/2 12:00,10-,3,7,0.9,4.8,0,,,0.4,3.2,ñkñkìå,
1993/1/2 13:00,,,,0.96,6.4,0,,,0.4,2.2,ñkñkêº,
1993/1/2 14:00,,,,1.36,8.5,0,,,0.9,2.4,ñk,
1993/1/2 15:00,4,2,8,0.86,9,0,,0,0.9,1,ìÏêº,
1993/1/2 16:00,,,,0.41,8.9,0,,,0.8,1.2,êºìÏêº,
1993/1/2 17:00,,,,0.05,7.9,0,,,0,1.2,êºìÏêº,
1993/1/2 18:00,3,2,7,0,7.2,0,,,,0.6,ìÏìÏìå,
1993/1/2 19:00,,,,,7,0,,,,0.5,ìå,
1993/1/2 20:00,,,,,7.8,0,,,,2,ñk,
1993/1/2 21:00,0,1,7,,7.1,0,,0,,2.2,ñk,
1993/1/2 22:00,,,,,7.1,0,,,,1.6,ñk,
1993/1/2 23:00,,,,,4.5,0,,,,0.4,ñkñkìå,
1993/1/3 0:00,0,1,7,,5,0,,,,1,ñkêº,
1994/1/2 1:00,,,,,4.2,0,,,,3.7,ñk,
1994/1/2 2:00,,,,,4.1,0,,,,3.2,ñk,
1994/1/2 3:00,10-,4,20,,4,0,,,,3.8,ñkñkêº,
1994/1/2 4:00,,,,,3.9,0,,,,2.4,ñkñkêº,
1994/1/2 5:00,,,,,3.8,0,,,,3.4,ñkñkêº,
1994/1/2 6:00,10-,4,20,,3.7,0,,,,2.8,ñkñkêº,
1994/1/2 7:00,,,,0,3.4,0,,,0,3.3,ñkñkêº,
1994/1/2 8:00,,,,0.07,3.5,0,,,0,3,ñkñkêº,
1994/1/2 9:00,9,4,30,0.35,4,0,,0,0,3.7,ñkñkêº,
1994/1/2 10:00,,,,0.8,5.5,0,,,0.4,4,ñkñkêº,
1994/1/2 11:00,,,,1.48,6.6,0,,,1,3.1,ñk,
1994/1/2 12:00,0+,1,30,1.75,7.7,0,,,1,1.6,ñkñkìå,
1994/1/2 13:00,,,,1.69,8.3,0,,,1,1.7,ñkñkìå,
1994/1/2 14:00,,,,1.44,9,0,,,1,1,ñk,
1994/1/2 15:00,0+,1,20,1.01,8.9,0,,0,1,1.3,ñk,
1994/1/2 16:00,,,,0.46,9,0,,,1,0.9,ìåñkìå,
1994/1/2 17:00,,,,0.06,8.3,0,,,0.3,1.4,ìÏ,
1994/1/2 18:00,0,1,20,0,6.6,0,,,,0.4,ñkìå,
1994/1/2 19:00,,,,,6,0,,,,1.8,ìÏêº,
1994/1/2 20:00,,,,,5.1,0,,,,0.1,ê√â∏,
1994/1/2 21:00,0,1,15,,4.6,0,,0,,1.6,ìÏìÏêº,
1994/1/2 22:00,,,,,4.9,0,,,,1.7,ñkñkêº,
1994/1/2 23:00,,,,,4.4,0,,,,1.1,ñkñkêº,
1994/1/3 0:00,0,1,15,,5.3,0,,,,2.3,ñkñkêº,
1995/1/2 1:00,,,,,3.8,0,,,,5.6,ñkñkêº,
1995/1/2 2:00,,,,,3.5,0,,,,4.9,ñkñkêº,
1995/1/2 3:00,0,1,40,,3.1,0,,,,3,ñkñkêº,
1995/1/2 4:00,,,,,2.7,0,,,,4.6,ñk,
1995/1/2 5:00,,,,,2.7,0,,,,5.1,ñk,
1995/1/2 6:00,0,1,40,,2,0,,,,2.9,ñk,
1995/1/2 7:00,,,,0,2,0,,,0,2.8,ñkìå,
1995/1/2 8:00,,,,0.17,2,0,,,0.7,2.6,ìåñkìå,
1995/1/2 9:00,0,1,60,0.87,3,0,,0,1,3.9,ñkñkìå,
1995/1/2 10:00,,,,1.36,4.4,0,,,1,2.5,ñkñkìå,
1995/1/2 11:00,,,,1.68,5.1,0,,,1,1.5,ìå,
1995/1/2 12:00,0,1,30,1.84,6.2,0,,,1,0.6,ìåñkìå,
1995/1/2 13:00,,,,1.8,7.8,0,,,1,1,ìå,
1995/1/2 14:00,,,,1.52,7.6,0,,,1,3.7,ìÏìÏìå,
1995/1/2 15:00,0,1,30,1.07,7.1,0,,0,1,3.5,ìÏ,
1995/1/2 16:00,,,,0.52,6.9,0,,,1,3.1,ìÏ,
1995/1/2 17:00,,,,0.08,6.8,0,,,0.3,1.9,ìÏ,
1995/1/2 18:00,0+,1,30,0,5.7,0,,,,2,ìÏìÏêº,
1995/1/2 19:00,,,,,4.4,0,,,,1.7,ìÏìÏêº,
1995/1/2 20:00,,,,,6.3,0,,,,1.7,ìÏ,
1995/1/2 21:00,0,1,25,,4.4,0,,0,,0.9,ìåñkìå,
1995/1/2 22:00,,,,,4,0,,,,0.9,ñkñkêº,
1995/1/2 23:00,,,,,5.1,0,,,,2.7,ñkñkêº,
1995/1/3 0:00,4,2,15,,4.6,0,,,,3.1,ñkñkêº,
1996/1/2 1:00,,,,,3.9,0,,,,5.5,ñkñkêº,
1996/1/2 2:00,,,,,3.7,0,,,,6.6,ñkñkêº,
1996/1/2 3:00,0,1,20,,3.5,0,,,,5.5,ñkñkêº,
1996/1/2 4:00,,,,,3.5,0,,,,6.3,ñkñkêº,
1996/1/2 5:00,,,,,3.2,0,,,,5.5,ñk,
1996/1/2 6:00,0,1,20,,3.1,0,,,,5.3,ñkñkêº,
1996/1/2 7:00,,,,0,2.6,0,,,0,5.2,ñk,
1996/1/2 8:00,,,,0.17,2.2,0,,,0.6,3.8,ñk,
1996/1/2 9:00,0+,1,30,0.9,3.8,0,,0,1,1.4,ñkñkìå,
1996/1/2 10:00,,,,1.42,5.8,0,,,1,2.7,ìåñkìå,
1996/1/2 11:00,,,,1.72,6.5,0,,,1,2.2,ñkìå,
1996/1/2 12:00,1,1,20,1.89,7.8,0,,,1,2.7,ìå,
1996/1/2 13:00,,,,1.71,8.1,0,,,0.9,2.3,ìåìÏìå,
1996/1/2 14:00,,,,1.37,8.7,0,,,0.9,2.8,ìÏìå,
1996/1/2 15:00,9,4,15,0.8,9,0,,0,0.6,1.6,ìÏìÏìå,
1996/1/2 16:00,,,,0.2,8.9,0,,,0,1.8,ìÏìå,
1996/1/2 17:00,,,,0.01,8.3,0,,,0,3.6,ìÏìå,
1996/1/2 18:00,9,4,30,0,7.7,0,,,,4.1,ìåìÏìå,
1996/1/2 19:00,,,,,7.1,0,,,,3.5,ìåìÏìå,
1996/1/2 20:00,,,,,6.5,0,,,,2.4,ìåñkìå,
1996/1/2 21:00,1,1,30,,6.5,0,,0,,1.6,ìåñkìå,
1996/1/2 22:00,,,,,6.2,0,,,,1.2,ìåñkìå,
1996/1/2 23:00,,,,,6.4,0,,,,1.5,ñk,
1996/1/3 0:00,,,,,5.8,0,,,,1.4,ñkñkêº,
1997/1/2 1:00,,,,,15.9,0,,,,7.2,ìÏêº,
1997/1/2 2:00,,,,,16.2,0,,,,4.8,ìÏìÏêº,
1997/1/2 3:00,10,10,20,,14.1,0,,,,7.4,ìÏìÏêº,
1997/1/2 4:00,,,,,13.5,0,,,,5.9,ìÏìÏêº,
1997/1/2 5:00,,,,,14,0,,,,1.9,ìÏìÏêº,
1997/1/2 6:00,8,2,20,,15.2,0,,,,5.2,ìÏ,
1997/1/2 7:00,,,,0.01,15.6,0,,,0,4.2,ìÏêº,
1997/1/2 8:00,,,,0.16,9.1,0,,,0.2,3.6,ñkñkêº,
1997/1/2 9:00,0,1,4,0.72,9.3,0,,0,1,1,êºñkêº,
1997/1/2 10:00,,,,1.25,11.6,0,,,1,3,ñkñkêº,
1997/1/2 11:00,,,,1.61,12.5,0,,,1,3.4,ñkñkêº,
1997/1/2 12:00,1,1,6,1.69,14.6,0,,,1,2.9,ñk,
1997/1/2 13:00,,,,1.83,15.1,0,,,0.9,4.1,ìÏêº,
1997/1/2 14:00,,,,1.4,14.9,0,,,0.8,1.7,ìåñkìå,
1997/1/2 15:00,8,2,15,0.51,14.5,0,,0,0.3,5,ñkñkêº,
1997/1/2 16:00,,,,0.53,13.2,0,,,0.8,7.6,ñkêº,
1997/1/2 17:00,,,,0.09,11.9,0,,,0.3,6,êº,
1997/1/2 18:00,0+,1,30,0,11.1,0,,,,3.9,êºñkêº,
1997/1/2 19:00,,,,,10.2,0,,,,3.9,êºñkêº,
1997/1/2 20:00,,,,,9.1,0,,,,4.1,êºìÏêº,
1997/1/2 21:00,0,1,30,,8.6,0,,0,,4.3,êºìÏêº,
1997/1/2 22:00,,,,,8,0,,,,3.8,êºìÏêº,
1997/1/2 23:00,,,,,7.5,0,,,,3.2,ìÏêº,
1997/1/3 0:00,,,,,7.1,0,,,,3.3,ìÏêº,
1998/1/2 1:00,,,,,8,0,,,,5.2,ñk,
1998/1/2 2:00,,,,,7.2,0,,,,3.3,ñkñkêº,
1998/1/2 3:00,1,1,20,,6.3,0,,,,3,ñk,
1998/1/2 4:00,,,,,5.4,0,,,,2.8,ñkñkêº,
1998/1/2 5:00,,,,,5.5,0,,,,2.4,ñkñkêº,
1998/1/2 6:00,0+,1,25,,5.4,0,,,,2.1,ñkñkêº,
1998/1/2 7:00,,,,0,5.5,0,,,0,1.6,ñk,
1998/1/2 8:00,,,,0.17,6.4,0,,,0.6,2.7,ñkìå,
1998/1/2 9:00,0+,1,40,0.84,7.3,0,,0,1,5.3,ñkìå,
1998/1/2 10:00,,,,1.37,8.8,0,,,1,4.9,ìåñkìå,
1998/1/2 11:00,,,,1.69,9.7,0,,,1,3.1,ìåñkìå,
1998/1/2 12:00,10-,4,20,1.06,10.1,0,,,0.2,3.8,ìå,
1998/1/2 13:00,,,,0.53,9.7,0,,,0,3.7,ìå,
1998/1/2 14:00,,,,0.92,10,0,,,0.2,3.6,ìå,
1998/1/2 15:00,10-,4,15,0.69,10.3,0,,0,0.3,3,ìå,
1998/1/2 16:00,,,,0.23,9.8,0,,,0,3.8,ìåñkìå,
1998/1/2 17:00,,,,0.02,9.5,0,,,0,3.7,ìåñkìå,
1998/1/2 18:00,9,4,15,0,9.1,0,,,,2.9,ìå,
1998/1/2 19:00,,,,,8.7,0,,,,3.8,ñkìå,
1998/1/2 20:00,,,,,8.6,0,,,,3.2,ñkìå,
1998/1/2 21:00,1,1,12,,8.1,0,,0,,1.7,ñkñkêº,
1998/1/2 22:00,,,,,7.8,0,,,,2.2,ñkñkêº,
1998/1/2 23:00,,,,,7.4,0,,,,3,ñkñkêº,
1998/1/3 0:00,,,,,7,0,,,,1.7,ñkñkêº,
1999/1/2 1:00,,,,,4,0,,0,,4.2,ñkêº,
1999/1/2 2:00,,,,,4.4,0,,0,,5.3,ñkñkêº,
1999/1/2 3:00,10-,4,30,,4.5,0,,0,,4.6,ñkñkêº,
1999/1/2 4:00,,,,,3.9,0,,0,,3.8,ñkñkêº,
1999/1/2 5:00,,,,,2.8,0,,0,,1.8,ñkñkêº,
1999/1/2 6:00,0,1,30,,1.3,0,,0,,0.7,ñk,
1999/1/2 7:00,,,,0,1.7,0,,0,0,1,ñkñkìå,
1999/1/2 8:00,,,,0.15,3.1,0,,0,0.6,1.8,ìåñkìå,
1999/1/2 9:00,0+,1,30,0.79,4.3,0,,0,1,0.6,ñkñkìå,
1999/1/2 10:00,,,,1.31,6.1,0,,0,1,1,ñkìå,
1999/1/2 11:00,,,,1.68,7.4,0,,0,1,2.2,ìÏìå,
1999/1/2 12:00,0+,1,30,1.87,7.3,0,,0,1,1.2,ìÏ,
1999/1/2 13:00,,,,1.83,8.6,0,,0,1,2.8,ìÏ,
1999/1/2 14:00,,,,1.54,9.6,0,,0,1,3.9,ìÏìÏêº,
1999/1/2 15:00,0+,1,20,1.07,9.9,0,,0,1,4,ìÏ,
1999/1/2 16:00,,,,0.48,9.5,0,,0,1,1.4,ìÏêº,
1999/1/2 17:00,,,,0.06,8.6,0,,0,0.4,1.3,êºìÏêº,
1999/1/2 18:00,0+,1,15,0,9,0,,0,,2.8,ìå,
1999/1/2 19:00,,,,,8.5,0,,0,,2.6,ìå,
1999/1/2 20:00,,,,,8.1,0,,0,,2.4,ñkñkìå,
1999/1/2 21:00,0+,1,10,,6.5,0,,0,,2.4,ñkêº,
1999/1/2 22:00,,,,,5.4,0,,0,,2.6,ñkñkêº,
1999/1/2 23:00,,,,,5.4,0,,0,,2.7,ñkñkêº,
1999/1/3 0:00,,,,,5.4,0,,0,,4,ñkñkêº,
2000/1/2 1:00,,,,,6.2,0,,0,,3.1,ìåñkìå,
2000/1/2 2:00,,,,,5.9,0,,0,,2.3,ñkñkìå,
2000/1/2 3:00,1,1,30,,5.1,0,,0,,3,ñkìå,
2000/1/2 4:00,,,,,5.1,0,,0,,2.9,ìåñkìå,
2000/1/2 5:00,,,,,5.2,0,,0,,2.3,ìåñkìå,
2000/1/2 6:00,10-,4,20,,5,0,,0,,3.2,ñkñkìå,
2000/1/2 7:00,,,,0,4.3,0,,0,0,2.2,ñkìå,
2000/1/2 8:00,,,,0.12,4.4,0,,0,0,1.7,ñkñkìå,
2000/1/2 9:00,1,1,15,0.7,5.3,0,,0,1,2.1,ñkìå,
2000/1/2 10:00,,,,0.77,5.6,0,,0,0.4,1.6,ñkñkêº,
2000/1/2 11:00,,,,1.28,6.6,0,,0,0.6,2.1,ñk,
2000/1/2 12:00,6,2,12,1.36,7.6,0,,0,0.6,1.8,ìåñkìå,
2000/1/2 13:00,,,,1.36,8.3,0,,0,0.8,2.1,ìå,
2000/1/2 14:00,,,,0.65,8.2,0,,0,0,1.7,ìåìÏìå,
2000/1/2 15:00,10-,4,15,0.19,8.2,0,,0,0,1.4,ìå,
2000/1/2 16:00,,,,0.04,8.3,0,,0,0,1.9,ìåìÏìå,
2000/1/2 17:00,,,,0,8.5,0,,0,0,2.7,ìåñkìå,
2000/1/2 18:00,10,4,20,0,8.6,0,,0,,2.2,ìåñkìå,
2000/1/2 19:00,,,,,8.6,0,,0,,2,ìå,
2000/1/2 20:00,,,,,8.4,0,,0,,1.9,ìå,
2000/1/2 21:00,10,4,25,,8.6,0,,0,,1.3,ñkìå,
2000/1/2 22:00,,,,,8.5,0,,0,,1.6,ñkñkêº,
2000/1/2 23:00,,,,,8.2,0,,0,,3.4,ñkñkêº,
2000/1/3 0:00,,,,,7.9,0,,0,,2.3,ñk,
2001/1/2 1:00,,,,,4.6,0,,0,,3.5,ñkêº,
2001/1/2 2:00,,,,,4.7,0,,0,,3.3,ñkñkêº,
2001/1/2 3:00,0,1,30,,3.6,0,,0,,3,ñkñkêº,
2001/1/2 4:00,,,,,2.1,0,,0,,1.5,êº,
2001/1/2 5:00,,,,,1.6,0,,0,,1.3,ìÏêº,
