date,cloud,weather,visibility_km,solar,temperature_c,rainfall_mm,snowfall_cm,snowdepth_cm,sunshine_hours,windspeed_ms,wind_direction
1985/1/7 1:00,,,,,,0,,,,,
1985/1/7 2:00,,,,,,0,,,,,
1985/1/7 3:00,2,,,,1.1,0,,,,5,ñkñkêº
1985/1/7 4:00,,,,,,0,,,,,
1985/1/7 5:00,,,,,,0,,,,,
1985/1/7 6:00,0+,,,,0.1,0,,,,3.9,ñk
1985/1/7 7:00,,,,,,0,,,,,
1985/1/7 8:00,,,,,,0,,,,,
1985/1/7 9:00,0+,,,,1.4,0,,,,5,ñkñkêº
1985/1/7 10:00,,,,,,0,,,,,
1985/1/7 11:00,,,,,,0,,,,,
1985/1/7 12:00,0+,,,,5.5,0,,,,1,ìÏìÏêº
1985/1/7 13:00,,,,,,0,,,,,
1985/1/7 14:00,,,,,,0,,,,,
1985/1/7 15:00,2,,,,6.3,0,,,,1.3,ìåìÏìå
1985/1/7 16:00,,,,,,0,,,,,
1985/1/7 17:00,,,,,,0,,,,,
1985/1/7 18:00,4,,,,5.6,0,,,,2.4,ñk
1985/1/7 19:00,,,,,,0,,,,,
1985/1/7 20:00,,,,,,0,,,,,
1985/1/7 21:00,9,,,,4.3,0,,,,3.8,ñkñkêº
1985/1/7 22:00,,,,,,0,,,,,
1985/1/7 23:00,,,,,,0,,,,,
1985/1/8 0:00,5,,,,2.2,0,,,,3,ñkñkêº
1986/1/7 1:00,,,,,,0,,,,,
1986/1/7 2:00,,,,,,0,,,,,
1986/1/7 3:00,0,,,,0.3,0,,,,1.4,ñkñkêº
1986/1/7 4:00,,,,,,0,,,,,
1986/1/7 5:00,,,,,,0,,,,,
1986/1/7 6:00,0,,,,0.3,0,,,,2.1,ñkñkêº
1986/1/7 7:00,,,,,,0,,,,,
1986/1/7 8:00,,,,,,0,,,,,
1986/1/7 9:00,5,,,,2.4,0,,,,1,ñk
1986/1/7 10:00,,,,,,0,,,,,
1986/1/7 11:00,,,,,,0,,,,,
1986/1/7 12:00,10-,,,,6.1,0,,,,2.9,ìÏêº
1986/1/7 13:00,,,,,,0,,,,,
1986/1/7 14:00,,,,,,0,,,,,
1986/1/7 15:00,9,,,,7.4,0,,,,1.6,ìÏêº
1986/1/7 16:00,,,,,,0,,,,,
1986/1/7 17:00,,,,,,0,,,,,
1986/1/7 18:00,4,,,,6.9,0,,,,1.7,ñkñkêº
1986/1/7 19:00,,,,,,0,,,,,
1986/1/7 20:00,,,,,,0,,,,,
1986/1/7 21:00,3,,,,3.8,0,,,,1.4,ñkñkêº
1986/1/7 22:00,,,,,,0,,,,,
1986/1/7 23:00,,,,,,0,,,,,
1986/1/8 0:00,5,,,,3.5,0,,,,2.3,ñkñkêº
1987/1/7 1:00,,,,,,0,,,,,
1987/1/7 2:00,,,,,,0,,,,,
1987/1/7 3:00,0,,,,4.1,0,,,,5.3,ñkñkêº
1987/1/7 4:00,,,,,,0,,,,,
1987/1/7 5:00,,,,,,0,,,,,
1987/1/7 6:00,0,,,,3.7,0,,,,4,ñkñkêº
1987/1/7 7:00,,,,,,0,,,,,
1987/1/7 8:00,,,,,,0,,,,,
1987/1/7 9:00,2,,,,3.7,0,,,,1.9,ñkìå
1987/1/7 10:00,,,,,,0,,,,,
1987/1/7 11:00,,,,,,0,,,,,
1987/1/7 12:00,10-,,,,5.9,0,,,,1.4,ñkñkêº
1987/1/7 13:00,,,,,,0,,,,,
1987/1/7 14:00,,,,,,0,,,,,
1987/1/7 15:00,9,,,,8.3,0,,,,1.8,ìåìÏìå
1987/1/7 16:00,,,,,,0,,,,,
1987/1/7 17:00,,,,,,0,,,,,
1987/1/7 18:00,5,,,,5.4,0,,,,2.5,ñkñkìå
1987/1/7 19:00,,,,,,0,,,,,
1987/1/7 20:00,,,,,,0,,,,,
1987/1/7 21:00,4,,,,5.2,0,,,,2,ñk
1987/1/7 22:00,,,,,,0,,,,,
1987/1/7 23:00,,,,,,0,,,,,
1987/1/8 0:00,3,,,,3.7,0,,,,1,ñkñkìå
1988/1/7 1:00,,,,,,0,,,,,
1988/1/7 2:00,,,,,,0,,,,,
1988/1/7 3:00,0,,,,2.8,0,,,,2.6,ñkñkêº
1988/1/7 4:00,,,,,,0,,,,,
1988/1/7 5:00,,,,,,0,,,,,
1988/1/7 6:00,10-,,,,0.7,0,,,,3.2,ñkñkêº
1988/1/7 7:00,,,,,,0,,,,,
1988/1/7 8:00,,,,,,0,,,,,
1988/1/7 9:00,10,,,,1.8,0,,,,4.4,ñkñkêº
1988/1/7 10:00,,,,,,0,,,,,
1988/1/7 11:00,,,,,,0,,,,,
1988/1/7 12:00,10,,,,3.6,0,,,,3.5,ñkñkêº
1988/1/7 13:00,,,,,,0,,,,,
1988/1/7 14:00,,,,,,0,,,,,
1988/1/7 15:00,10,,,,5.1,0,,,,3,ñkñkìå
1988/1/7 16:00,,,,,,0,,,,,
1988/1/7 17:00,,,,,,0,,,,,
1988/1/7 18:00,10,,,,5.6,0,,,,2.3,ñk
1988/1/7 19:00,,,,,,0,,,,,
1988/1/7 20:00,,,,,,0,,,,,
1988/1/7 21:00,10,,,,4.6,0,,,,1.3,ñkñkêº
1988/1/7 22:00,,,,,,0,,,,,
1988/1/7 23:00,,,,,,0.5,,,,,
1988/1/8 0:00,10,,,,3.4,0.5,,,,3.8,ñkñkêº
1989/1/7 1:00,,,,,,0,,,,,
1989/1/7 2:00,,,,,,0,,,,,
1989/1/7 3:00,10-,,,,6.3,0,,,,2.2,ñkñkêº
1989/1/7 4:00,,,,,,0,,,,,
1989/1/7 5:00,,,,,,0,,,,,
1989/1/7 6:00,10,,,,5,0,,,,1.4,ñk
1989/1/7 7:00,,,,,,0,,,,,
1989/1/7 8:00,,,,,,0,,,,,
1989/1/7 9:00,10-,,,,6.3,0,,,,3.4,ñkñkêº
1989/1/7 10:00,,,,,,0,,,,,
1989/1/7 11:00,,,,,,0,,,,,
1989/1/7 12:00,10-,,,,8.9,0,,,,2.7,ñk
1989/1/7 13:00,,,,,,0,,,,,
1989/1/7 14:00,,,,,,0,,,,,
1989/1/7 15:00,10-,,,,11.2,0,,,,1.1,ñk
1989/1/7 16:00,,,,,,0,,,,,
1989/1/7 17:00,,,,,,0,,,,,
1989/1/7 18:00,10-,,,,10.3,0,,,,2.6,ñkñkêº
