date,cloud,weather,visibility_km,solar,temperature_c,rainfall_mm,snowfall_cm,snowdepth_cm,sunshine_hours,windspeed_ms,wind_direction
1985/1/29 1:00,,,,,,0,,,,,
1985/1/29 2:00,,,,,,0,,,,,
1985/1/29 3:00,4,,,,1,0,,,,0.1,ê√â∏
1985/1/29 4:00,,,,,,0,,,,,
1985/1/29 5:00,,,,,,0,,,,,
1985/1/29 6:00,10-,,,,2.2,0,,,,6.7,êº
1985/1/29 7:00,,,,,,0,,,,,
1985/1/29 8:00,,,,,,0,,,,,
1985/1/29 9:00,10,,,,2.7,0,,,,8.5,êº
1985/1/29 10:00,,,,,,0,,,,,
1985/1/29 11:00,,,,,,0,,,,,
1985/1/29 12:00,7,,,,4.8,0,,,,10.1,êº
1985/1/29 13:00,,,,,,0,,,,,
1985/1/29 14:00,,,,,,0,,,,,
1985/1/29 15:00,1,,,,6,0,,,,6,ñkñkêº
1985/1/29 16:00,,,,,,0,,,,,
1985/1/29 17:00,,,,,,0,,,,,
1985/1/29 18:00,0+,,,,3,0,,,,5.9,ñkêº
1985/1/29 19:00,,,,,,0,,,,,
1985/1/29 20:00,,,,,,0,,,,,
1985/1/29 21:00,5,,,,2.1,0,,,,2.7,êºìÏêº
1985/1/29 22:00,,,,,,0,,,,,
1985/1/29 23:00,,,,,,0,,,,,
1985/1/30 0:00,10,,,,1.6,0,,,,3.4,êº
1986/1/29 1:00,,,,,,0,,,,,
1986/1/29 2:00,,,,,,0,,,,,
1986/1/29 3:00,2,,,,3.9,0,,,,4.5,êº
1986/1/29 4:00,,,,,,0,,,,,
1986/1/29 5:00,,,,,,0,,,,,
1986/1/29 6:00,8,,,,2.4,0,,,,1.2,ñkñkêº
1986/1/29 7:00,,,,,,0,,,,,
1986/1/29 8:00,,,,,,0,,,,,
1986/1/29 9:00,10-,,,,4.9,0,,,,1.8,ìÏìå
1986/1/29 10:00,,,,,,0,,,,,
1986/1/29 11:00,,,,,,0,,,,,
1986/1/29 12:00,10-,,,,8.7,0,,,,2.3,êº
1986/1/29 13:00,,,,,,0,,,,,
1986/1/29 14:00,,,,,,0,,,,,
1986/1/29 15:00,10-,,,,8,0,,,,3.9,ìÏêº
1986/1/29 16:00,,,,,,0,,,,,
1986/1/29 17:00,,,,,,0,,,,,
1986/1/29 18:00,2,,,,7.2,0,,,,2.7,êºìÏêº
