date,cloud,weather,visibility_km,solar,temperature_c,rainfall_mm,snowfall_cm,snowdepth_cm,sunshine_hours,windspeed_ms,wind_direction
1985/1/14 1:00,,,,,,0,,,,,
1985/1/14 2:00,,,,,,0,,,,,
1985/1/14 3:00,0+,,,,0,0,,,,9.3,êº
1985/1/14 4:00,,,,,,0,,,,,
1985/1/14 5:00,,,,,,0,,,,,
1985/1/14 6:00,0+,,,,-0.9,0,,,,6.5,êº
1985/1/14 7:00,,,,,,0,,,,,
1985/1/14 8:00,,,,,,0,,,,,
1985/1/14 9:00,0+,,,,0.5,0,,,,8.7,êºìÏêº
1985/1/14 10:00,,,,,,0,,,,,
1985/1/14 11:00,,,,,,0,,,,,
1985/1/14 12:00,2,,,,3.1,0,,,,7.5,êº
1985/1/14 13:00,,,,,,0,,,,,
1985/1/14 14:00,,,,,,0,,,,,
1985/1/14 15:00,3,,,,3.2,0,,,,11,êº
1985/1/14 16:00,,,,,,0,,,,,
1985/1/14 17:00,,,,,,0,,,,,
1985/1/14 18:00,1,,,,0.4,0,,,,8.4,êºñkêº
1985/1/14 19:00,,,,,,0,,,,,
1985/1/14 20:00,,,,,,0,,,,,
1985/1/14 21:00,1,,,,-1.2,0,,,,7,êº
1985/1/14 22:00,,,,,,0,,,,,
1985/1/14 23:00,,,,,,0,,,,,
1985/1/15 0:00,3,,,,-1.4,0,,,,7.3,êºñkêº
1986/1/14 1:00,,,,,,0,,,,,
1986/1/14 2:00,,,,,,0,,,,,
1986/1/14 3:00,7,,,,2.4,0,,,,3.3,êºñkêº
1986/1/14 4:00,,,,,,0,,,,,
1986/1/14 5:00,,,,,,0,,,,,
1986/1/14 6:00,9,,,,2.6,0,,,,3.4,êºñkêº
1986/1/14 7:00,,,,,,0,,,,,
1986/1/14 8:00,,,,,,0,,,,,
1986/1/14 9:00,1,,,,3.7,0,,,,2.3,ñk
1986/1/14 10:00,,,,,,0,,,,,
1986/1/14 11:00,,,,,,0,,,,,
1986/1/14 12:00,8,,,,5.3,0,,,,2.9,êº
1986/1/14 13:00,,,,,,0,,,,,
1986/1/14 14:00,,,,,,0,,,,,
1986/1/14 15:00,9,,,,6.8,0,,,,4.1,êºñkêº
1986/1/14 16:00,,,,,,0,,,,,
1986/1/14 17:00,,,,,,0,,,,,
1986/1/14 18:00,10-,,,,5.9,0,,,,3.9,êºñkêº
1986/1/14 19:00,,,,,,0,,,,,
1986/1/14 20:00,,,,,,0,,,,,
1986/1/14 21:00,10-,,,,5.7,0,,,,3.9,ñkêº
1986/1/14 22:00,,,,,,0,,,,,
1986/1/14 23:00,,,,,,0,,,,,
1986/1/15 0:00,10-,,,,5.4,0,,,,1.6,ñkñkêº
1987/1/14 1:00,,,,,,0,,,,,
1987/1/14 2:00,,,,,,0,,,,,
1987/1/14 3:00,6,,,,0.5,0,,,,2.1,ñkñkêº
1987/1/14 4:00,,,,,,0,,,,,
1987/1/14 5:00,,,,,,0,,,,,
1987/1/14 6:00,5,,,,0.3,0,,,,1,ìÏìå
