date,cloud,weather,visibility_km,solar,temperature_c,rainfall_mm,snowfall_cm,snowdepth_cm,sunshine_hours,windspeed_ms,wind_direction
1985/1/22 1:00,,,,,,0,,,,,
1985/1/22 2:00,,,,,,0,,,,,
1985/1/22 3:00,4,,,,0.6,0,,,,1.4,ìÏìÏìå
1985/1/22 4:00,,,,,,0,,,,,
1985/1/22 5:00,,,,,,0,,,,,
1985/1/22 6:00,9,,,,-0.2,0,,,,1.5,ñkìå
1985/1/22 7:00,,,,,,0,,,,,
1985/1/22 8:00,,,,,,0,,,,,
1985/1/22 9:00,6,,,,2.8,0,,,,1.5,ñkñkìå
1985/1/22 10:00,,,,,,0,,,,,
1985/1/22 11:00,,,,,,0,,,,,
1985/1/22 12:00,8,,,,7.8,0,,,,2.8,ìÏêº
1985/1/22 13:00,,,,,,0,,,,,
1985/1/22 14:00,,,,,,0,,,,,
1985/1/22 15:00,10-,,,,8.4,0,,,,1.9,ìÏêº
1985/1/22 16:00,,,,,,0,,,,,
1985/1/22 17:00,,,,,,0,,,,,
1985/1/22 18:00,10-,,,,8.1,0,,,,2.2,êºìÏêº
1985/1/22 19:00,,,,,,0,,,,,
1985/1/22 20:00,,,,,,0,,,,,
1985/1/22 21:00,10-,,,,7.8,0,,,,2.3,êºìÏêº
1985/1/22 22:00,,,,,,0,,,,,
1985/1/22 23:00,,,,,,0,,,,,
1985/1/23 0:00,5,,,,5.3,0,,,,0.8,ñkñkìå
1986/1/22 1:00,,,,,,0,,,,,
1986/1/22 2:00,,,,,,0,,,,,
1986/1/22 3:00,8,,,,3.4,0,,,,1.4,ñkêº
1986/1/22 4:00,,,,,,0,,,,,
1986/1/22 5:00,,,,,,0,,,,,
1986/1/22 6:00,10-,,,,2.6,0,,,,3.7,ñkìå
1986/1/22 7:00,,,,,,0,,,,,
1986/1/22 8:00,,,,,,0,,,,,
1986/1/22 9:00,10-,,,,2.2,0,,,,4.2,ñkêº
1986/1/22 10:00,,,,,,0,,,,,
1986/1/22 11:00,,,,,,0,,,,,
1986/1/22 12:00,10-,,,,3.9,0,,,,5.1,êºìÏêº
1986/1/22 13:00,,,,,,0,,,,,
1986/1/22 14:00,,,,,,0,,,,,
1986/1/22 15:00,9,,,,6.1,0,,,,5.8,êºñkêº
1986/1/22 16:00,,,,,,0,,,,,
1986/1/22 17:00,,,,,,0,,,,,
1986/1/22 18:00,5,,,,3.8,0,,,,4.5,ñkêº
1986/1/22 19:00,,,,,,0,,,,,
1986/1/22 20:00,,,,,,0,,,,,
1986/1/22 21:00,0+,,,,2.7,0,,,,7.8,êº
1986/1/22 22:00,,,,,,0,,,,,
1986/1/22 23:00,,,,,,0,,,,,
1986/1/23 0:00,10-,,,,2.6,0,,,,8.2,êº
1987/1/22 1:00,,,,,,0,,,,,
1987/1/22 2:00,,,,,,0,,,,,
1987/1/22 3:00,0+,,,,1.1,0,,,,2,ñkñkìå
1987/1/22 4:00,,,,,,0,,,,,
1987/1/22 5:00,,,,,,0,,,,,
1987/1/22 6:00,0+,,,,-0.3,0,,,,0.9,ñkìå
1987/1/22 7:00,,,,,,0,,,,,
1987/1/22 8:00,,,,,,0,,,,,
1987/1/22 9:00,0,,,,2.5,0,,,,1.8,ñkìå
1987/1/22 10:00,,,,,,0,,,,,
1987/1/22 11:00,,,,,,0,,,,,
1987/1/22 12:00,0+,,,,8.6,0,,,,2.7,ñkìå
1987/1/22 13:00,,,,,,0,,,,,
1987/1/22 14:00,,,,,,0,,,,,
