date,cloud,weather,visibility_km,solar,temperature_c,rainfall_mm,snowfall_cm,snowdepth_cm,sunshine_hours,windspeed_ms,wind_direction
1985/1/25 1:00,,,,,,0,,,,,
1985/1/25 2:00,,,,,,0,,,,,
1985/1/25 3:00,0,,,,2.2,0,,,,3.1,ñk
1985/1/25 4:00,,,,,,0,,,,,
1985/1/25 5:00,,,,,,0,,,,,
1985/1/25 6:00,9,,,,1.1,0,,,,2.7,ñk
1985/1/25 7:00,,,,,,0,,,,,
1985/1/25 8:00,,,,,,0,,,,,
1985/1/25 9:00,3,,,,3.3,0,,,,1.6,ìåñkìå
1985/1/25 10:00,,,,,,0,,,,,
1985/1/25 11:00,,,,,,0,,,,,
1985/1/25 12:00,8,,,,5.1,0,,,,2,êºñkêº
1985/1/25 13:00,,,,,,0,,,,,
1985/1/25 14:00,,,,,,0,,,,,
1985/1/25 15:00,10-,,,,5.7,0,,,,4,êºñkêº
1985/1/25 16:00,,,,,,0,,,,,
1985/1/25 17:00,,,,,,0,,,,,
1985/1/25 18:00,7,,,,4,0,,,,4.1,ñkêº
1985/1/25 19:00,,,,,,0,,,,,
1985/1/25 20:00,,,,,,0,,,,,
1985/1/25 21:00,4,,,,2.8,0,,,,2.1,ñk
1985/1/25 22:00,,,,,,0,,,,,
1985/1/25 23:00,,,,,,0,,,,,
1985/1/26 0:00,7,,,,2.5,0,,,,1.7,ñk
1986/1/25 1:00,,,,,,0,,,,,
1986/1/25 2:00,,,,,,0,,,,,
1986/1/25 3:00,1,,,,2.6,0,,,,4.7,êºñkêº
1986/1/25 4:00,,,,,,0,,,,,
1986/1/25 5:00,,,,,,0,,,,,
1986/1/25 6:00,10-,,,,2.4,0,,,,2.9,êºñkêº
1986/1/25 7:00,,,,,,0,,,,,
1986/1/25 8:00,,,,,,0,,,,,
1986/1/25 9:00,10-,,,,4.1,0,,,,5.3,êº
1986/1/25 10:00,,,,,,0,,,,,
1986/1/25 11:00,,,,,,0,,,,,
1986/1/25 12:00,10,,,,6,0,,,,5.1,êºìÏêº
1986/1/25 13:00,,,,,,0,,,,,
1986/1/25 14:00,,,,,,0,,,,,
1986/1/25 15:00,10-,,,,6.1,0,,,,5.3,êºñkêº
1986/1/25 16:00,,,,,,0,,,,,
1986/1/25 17:00,,,,,,0,,,,,
1986/1/25 18:00,4,,,,4,0,,,,4.2,êºñkêº
1986/1/25 19:00,,,,,,0,,,,,
1986/1/25 20:00,,,,,,0,,,,,
1986/1/25 21:00,10-,,,,2.9,0,,,,3.2,ñkêº
1986/1/25 22:00,,,,,,0,,,,,
1986/1/25 23:00,,,,,,0,,,,,
1986/1/26 0:00,2,,,,1.9,0,,,,2.8,êº
1987/1/25 1:00,,,,,,0,,,,,
1987/1/25 2:00,,,,,,0,,,,,
1987/1/25 3:00,1,,,,2,0,,,,3.7,ñkêº
1987/1/25 4:00,,,,,,0,,,,,
1987/1/25 5:00,,,,,,0,,,,,
1987/1/25 6:00,3,,,,1.5,0,,,,1.7,ñkêº
1987/1/25 7:00,,,,,,0,,,,,
1987/1/25 8:00,,,,,,0,,,,,
1987/1/25 9:00,3,,,,2.9,0,,,,3.4,êºñkêº
1987/1/25 10:00,,,,,,0,,,,,
1987/1/25 11:00,,,,,,0,,,,,
1987/1/25 12:00,9,,,,4.3,0,,,,5.7,ñkêº
1987/1/25 13:00,,,,,,0,,,,,
1987/1/25 14:00,,,,,,0,,,,,
1987/1/25 15:00,8,,,,3.8,0,,,,5.6,ñk
1987/1/25 16:00,,,,,,0,,,,,
1987/1/25 17:00,,,,,,0,,,,,
1987/1/25 18:00,9,,,,1.7,0,,,,6.4,ñk
1987/1/25 19:00,,,,,,0,,,,,
1987/1/25 20:00,,,,,,0,,,,,
1987/1/25 21:00,2,,,,0.5,0,,,,3.6,ñkñkêº
1987/1/25 22:00,,,,,,0,,,,,
1987/1/25 23:00,,,,,,0,,,,,
1987/1/26 0:00,0+,,,,0.2,0,,,,5.2,êºñkêº
1988/1/25 1:00,,,,,,0,,,,,
1988/1/25 2:00,,,,,,0,,,,,
1988/1/25 3:00,10,,,,2.1,0,,,,1.3,ñkìå
1988/1/25 4:00,,,,,,0,,,,,
1988/1/25 5:00,,,,,,0,,,,,
1988/1/25 6:00,8,,,,1.8,0,,,,1.3,ìÏìå
1988/1/25 7:00,,,,,,0,,,,,
1988/1/25 8:00,,,,,,0,,,,,
1988/1/25 9:00,8,,,,5.2,0,,,,5.2,êºìÏêº
1988/1/25 10:00,,,,,,0,,,,,
1988/1/25 11:00,,,,,,0,,,,,
1988/1/25 12:00,10,,,,6.4,0,,,,6.8,êºìÏêº
1988/1/25 13:00,,,,,,0,,,,,
1988/1/25 14:00,,,,,,0,,,,,
1988/1/25 15:00,10-,,,,8.6,0,,,,6.8,êº
1988/1/25 16:00,,,,,,0,,,,,
1988/1/25 17:00,,,,,,0,,,,,
1988/1/25 18:00,2,,,,7.3,0,,,,4.8,êº
