date,cloud,weather,visibility_km,solar,temperature_c,rainfall_mm,snowfall_cm,snowdepth_cm,sunshine_hours,windspeed_ms,wind_direction
1985/3/22 1:00,,,,,,0,,,,,
1985/3/22 2:00,,,,,,0,,,,,
1985/3/22 3:00,3,,,,5.2,0,,,,1.7,ìÏìÏìå
1985/3/22 4:00,,,,,,0,,,,,
1985/3/22 5:00,,,,,,0,,,,,
1985/3/22 6:00,4,,,,4.7,0,,,,0.4,ìÏìÏìå
1985/3/22 7:00,,,,,,0,,,,,
1985/3/22 8:00,,,,,,0,,,,,
1985/3/22 9:00,3,,,,9.6,0,,,,1.2,ñkìå
1985/3/22 10:00,,,,,,0,,,,,
1985/3/22 11:00,,,,,,0,,,,,
1985/3/22 12:00,10-,,,,12.3,0,,,,1.9,ñkìå
1985/3/22 13:00,,,,,,0,,,,,
1985/3/22 14:00,,,,,,0,,,,,
1985/3/22 15:00,10-,,,,13.3,0,,,,4.3,ñkñkìå
1985/3/22 16:00,,,,,,0,,,,,
1985/3/22 17:00,,,,,,0,,,,,
1985/3/22 18:00,1,,,,10.7,0,,,,5,ñkñkìå
1985/3/22 19:00,,,,,,0,,,,,
1985/3/22 20:00,,,,,,0,,,,,
1985/3/22 21:00,10-,,,,7.3,0,,,,5.2,ñkñkìå
1985/3/22 22:00,,,,,,0,,,,,
1985/3/22 23:00,,,,,,0,,,,,
1985/3/23 0:00,5,,,,6.2,0,,,,3.7,ñkñkìå
1986/3/22 1:00,,,,,,0,,,,,
1986/3/22 2:00,,,,,,0,,,,,
1986/3/22 3:00,3,,,,4.6,0,,,,3.2,ñkñkìå
1986/3/22 4:00,,,,,,0,,,,,
1986/3/22 5:00,,,,,,0,,,,,
1986/3/22 6:00,2,,,,3.5,0,,,,2,ñk
1986/3/22 7:00,,,,,,0,,,,,
1986/3/22 8:00,,,,,,0,,,,,
1986/3/22 9:00,10-,,,,7.5,0,,,,1.5,ñkìå
1986/3/22 10:00,,,,,,0,,,,,
1986/3/22 11:00,,,,,,0,,,,,
1986/3/22 12:00,10,,,,9.8,0,,,,2.8,ñkìå
1986/3/22 13:00,,,,,,0,,,,,
1986/3/22 14:00,,,,,,0,,,,,
1986/3/22 15:00,10,,,,12.4,0,,,,5,ñkñkìå
1986/3/22 16:00,,,,,,0,,,,,
1986/3/22 17:00,,,,,,0,,,,,
1986/3/22 18:00,10,,,,10.8,0,,,,4,ñkñkìå
1986/3/22 19:00,,,,,,0,,,,,
1986/3/22 20:00,,,,,,0.5,,,,,
1986/3/22 21:00,10,,,,8.7,1.5,,,,6,ìå
1986/3/22 22:00,,,,,,2.5,,,,,
1986/3/22 23:00,,,,,,5.5,,,,,
1986/3/23 0:00,10,,,,6.7,3.5,,,,5.9,ñkñkìå
1987/3/22 1:00,,,,,,0,,,,,
1987/3/22 2:00,,,,,,0,,,,,
1987/3/22 3:00,10-,,,,13.3,0,,,,4.3,ñkìå
1987/3/22 4:00,,,,,,0,,,,,
1987/3/22 5:00,,,,,,0,,,,,
1987/3/22 6:00,7,,,,12.6,0,,,,4.6,ñkìå
1987/3/22 7:00,,,,,,0,,,,,
1987/3/22 8:00,,,,,,0,,,,,
1987/3/22 9:00,4,,,,16.6,0,,,,4.1,ñkìå
1987/3/22 10:00,,,,,,0,,,,,
1987/3/22 11:00,,,,,,0,,,,,
1987/3/22 12:00,9,,,,19.8,0,,,,1,ìÏìÏêº
1987/3/22 13:00,,,,,,0,,,,,
1987/3/22 14:00,,,,,,0,,,,,
1987/3/22 15:00,9,,,,20.4,0,,,,2.8,ìÏêº
1987/3/22 16:00,,,,,,0,,,,,
1987/3/22 17:00,,,,,,0,,,,,
1987/3/22 18:00,10,,,,17.5,0,,,,4.9,ìåìÏìå
1987/3/22 19:00,,,,,,0,,,,,
1987/3/22 20:00,,,,,,0.5,,,,,
1987/3/22 21:00,10-,,,,14.1,0,,,,3.6,ìåñkìå
1987/3/22 22:00,,,,,,0,,,,,
1987/3/22 23:00,,,,,,0,,,,,
1987/3/23 0:00,0+,,,,13.3,0,,,,4.2,ñkñkìå
1988/3/22 1:00,,,,,,0,,,,,
1988/3/22 2:00,,,,,,0,,,,,
1988/3/22 3:00,10,,,,10.8,0,,,,7.4,ìåñkìå
1988/3/22 4:00,,,,,,0,,,,,
1988/3/22 5:00,,,,,,0,,,,,
1988/3/22 6:00,10-,,,,10.8,1,,,,8,ñkìå
1988/3/22 7:00,,,,,,0,,,,,
1988/3/22 8:00,,,,,,0,,,,,
1988/3/22 9:00,10,,,,11.8,0.5,,,,5.4,ñkìå
1988/3/22 10:00,,,,,,0,,,,,
1988/3/22 11:00,,,,,,1,,,,,
1988/3/22 12:00,10,,,,12.3,0.5,,,,2.8,ìÏìÏêº
1988/3/22 13:00,,,,,,0,,,,,
1988/3/22 14:00,,,,,,0,,,,,
1988/3/22 15:00,10,,,,11.6,0,,,,6.4,êºìÏêº
1988/3/22 16:00,,,,,,0,,,,,
1988/3/22 17:00,,,,,,0,,,,,
1988/3/22 18:00,10-,,,,13.1,0,,,,2.5,êº
1988/3/22 19:00,,,,,,0,,,,,
1988/3/22 20:00,,,,,,0,,,,,
1988/3/22 21:00,10-,,,,12.1,0,,,,3.8,ñkñkêº
1988/3/22 22:00,,,,,,0,,,,,
1988/3/22 23:00,,,,,,0,,,,,
1988/3/23 0:00,10-,,,,10.7,0,,,,3.6,ñkñkêº
1989/3/22 1:00,,,,,,0,,,,,
1989/3/22 2:00,,,,,,0,,,,,
1989/3/22 3:00,10-,,,,7.3,0,,,,2.5,ñkêº
1989/3/22 4:00,,,,,,0,,,,,
1989/3/22 5:00,,,,,,0,,,,,
1989/3/22 6:00,6,,,,6.6,0,,,,2,ñkñkêº
1989/3/22 7:00,,,,,,0,,,,,
