date,cloud,weather,visibility_km,solar,temperature_c,rainfall_mm,snowfall_cm,snowdepth_cm,sunshine_hours,windspeed_ms,wind_direction
1985/4/10 1:00,,,,,,0,,,,,
1985/4/10 2:00,,,,,,0,,,,,
1985/4/10 3:00,0,,,,13.5,0,,,,2.4,ñkñkìå
1985/4/10 4:00,,,,,,0,,,,,
1985/4/10 5:00,,,,,,0,,,,,
1985/4/10 6:00,1,,,,13,0,,,,3.7,ñkñkìå
1985/4/10 7:00,,,,,,0,,,,,
1985/4/10 8:00,,,,,,0,,,,,
1985/4/10 9:00,10-,,,,18.1,0,,,,2.2,ìåñkìå
1985/4/10 10:00,,,,,,0,,,,,
1985/4/10 11:00,,,,,,0,,,,,
1985/4/10 12:00,10-,,,,21.7,0,,,,2,êºñkêº
1985/4/10 13:00,,,,,,0,,,,,
1985/4/10 14:00,,,,,,0,,,,,
1985/4/10 15:00,10-,,,,19.8,0,,,,8.1,êºìÏêº
1985/4/10 16:00,,,,,,0,,,,,
1985/4/10 17:00,,,,,,0,,,,,
1985/4/10 18:00,10-,,,,18.5,0,,,,3.6,êº
1985/4/10 19:00,,,,,,0,,,,,
1985/4/10 20:00,,,,,,0,,,,,
1985/4/10 21:00,10,,,,18.1,0,,,,2.7,êºñkêº
1985/4/10 22:00,,,,,,0,,,,,
1985/4/10 23:00,,,,,,0,,,,,
1985/4/11 0:00,10,,,,16.6,0,,,,3,ñkìå
1986/4/10 1:00,,,,,,0,,,,,
1986/4/10 2:00,,,,,,0,,,,,
1986/4/10 3:00,10,,,,13.2,0,,,,1.2,ñkìå
1986/4/10 4:00,,,,,,1.5,,,,,
1986/4/10 5:00,,,,,,3,,,,,
1986/4/10 6:00,10,,,,12.7,3,,,,1.7,ñkñkìå
1986/4/10 7:00,,,,,,2.5,,,,,
1986/4/10 8:00,,,,,,2,,,,,
1986/4/10 9:00,10,,,,13.7,1.5,,,,1.9,ñkñkìå
1986/4/10 10:00,,,,,,1,,,,,
1986/4/10 11:00,,,,,,2,,,,,
1986/4/10 12:00,10,,,,15.5,0.5,,,,1.1,êºìÏêº
1986/4/10 13:00,,,,,,0,,,,,
1986/4/10 14:00,,,,,,0,,,,,
1986/4/10 15:00,6,,,,20.2,0,,,,5.8,êº
1986/4/10 16:00,,,,,,0,,,,,
1986/4/10 17:00,,,,,,0,,,,,
1986/4/10 18:00,8,,,,19.4,0,,,,1.9,êºìÏêº
1986/4/10 19:00,,,,,,0,,,,,
1986/4/10 20:00,,,,,,0,,,,,
1986/4/10 21:00,8,,,,17.9,0,,,,1.4,ìÏ
1986/4/10 22:00,,,,,,0,,,,,
1986/4/10 23:00,,,,,,0,,,,,
1986/4/11 0:00,10-,,,,16.4,0,,,,3,ñkìå
1987/4/10 1:00,,,,,,0.5,,,,,
1987/4/10 2:00,,,,,,0,,,,,
1987/4/10 3:00,10,,,,15.3,1.5,,,,1.8,ñkìå
