date,cloud,weather,visibility_km,solar,temperature_c,rainfall_mm,snowfall_cm,snowdepth_cm,sunshine_hours,windspeed_ms,wind_direction
1985/3/12 1:00,,,,,,0,,,,,
1985/3/12 2:00,,,,,,0,,,,,
1985/3/12 3:00,10,,,,2.7,0,,,,2.9,ñkñkêº
1985/3/12 4:00,,,,,,0,,,,,
1985/3/12 5:00,,,,,,0,,,,,
1985/3/12 6:00,10,,,,3.2,0,,,,1,ñkìå
1985/3/12 7:00,,,,,,0,,,,,
1985/3/12 8:00,,,,,,0,,,,,
1985/3/12 9:00,10,,,,5.2,0,,,,3.9,ñkìå
1985/3/12 10:00,,,,,,0,,,,,
1985/3/12 11:00,,,,,,0,,,,,
1985/3/12 12:00,10,,,,6.9,0,,,,2.4,ìåñkìå
1985/3/12 13:00,,,,,,0,,,,,
1985/3/12 14:00,,,,,,0,,,,,
1985/3/12 15:00,10,,,,7.8,0,,,,3.4,ìåìÏìå
1985/3/12 16:00,,,,,,0,,,,,
1985/3/12 17:00,,,,,,0,,,,,
1985/3/12 18:00,10,,,,7.9,0,,,,2.1,ìÏìå
1985/3/12 19:00,,,,,,0,,,,,
1985/3/12 20:00,,,,,,0,,,,,
1985/3/12 21:00,10-,,,,7.4,0,,,,1,ìåìÏìå
1985/3/12 22:00,,,,,,0,,,,,
1985/3/12 23:00,,,,,,0,,,,,
1985/3/13 0:00,10-,,,,7.2,0,,,,1.1,ñkìå
1986/3/12 1:00,,,,,,0,,,,,
1986/3/12 2:00,,,,,,0,,,,,
1986/3/12 3:00,10-,,,,4.6,0,,,,2.8,ñkñkêº
1986/3/12 4:00,,,,,,0,,,,,
1986/3/12 5:00,,,,,,0,,,,,
1986/3/12 6:00,4,,,,4.7,0,,,,2,ñkñkêº
1986/3/12 7:00,,,,,,0,,,,,
1986/3/12 8:00,,,,,,0,,,,,
1986/3/12 9:00,10,,,,7.2,0,,,,1.6,ìåñkìå
1986/3/12 10:00,,,,,,0,,,,,
1986/3/12 11:00,,,,,,0,,,,,
1986/3/12 12:00,10,,,,8.8,0,,,,1.4,ìÏêº
1986/3/12 13:00,,,,,,0,,,,,
1986/3/12 14:00,,,,,,0,,,,,
1986/3/12 15:00,6,,,,11.1,0,,,,3.5,ìÏêº
1986/3/12 16:00,,,,,,0,,,,,
1986/3/12 17:00,,,,,,0,,,,,
1986/3/12 18:00,6,,,,10.5,0,,,,2.3,êº
1986/3/12 19:00,,,,,,0,,,,,
1986/3/12 20:00,,,,,,0,,,,,
1986/3/12 21:00,8,,,,8.2,0,,,,2.3,ñkêº
1986/3/12 22:00,,,,,,0,,,,,
1986/3/12 23:00,,,,,,0,,,,,
1986/3/13 0:00,2,,,,6.9,0,,,,2.3,ñk
1987/3/12 1:00,,,,,,0,,,,,
1987/3/12 2:00,,,,,,0,,,,,
1987/3/12 3:00,0+,,,,3.3,0,,,,1.2,ñkìå
1987/3/12 4:00,,,,,,0,,,,,
1987/3/12 5:00,,,,,,0,,,,,
1987/3/12 6:00,1,,,,2.6,0,,,,1,êºñkêº
1987/3/12 7:00,,,,,,0,,,,,
1987/3/12 8:00,,,,,,0,,,,,
1987/3/12 9:00,0+,,,,8.2,0,,,,2.1,ìå
1987/3/12 10:00,,,,,,0,,,,,
1987/3/12 11:00,,,,,,0,,,,,
1987/3/12 12:00,4,,,,10.8,0,,,,1.5,êº
1987/3/12 13:00,,,,,,0,,,,,
1987/3/12 14:00,,,,,,0,,,,,
1987/3/12 15:00,3,,,,11.7,0,,,,2.2,ìÏêº
1987/3/12 16:00,,,,,,0,,,,,
1987/3/12 17:00,,,,,,0,,,,,
1987/3/12 18:00,2,,,,10.3,0,,,,3.2,ìÏìå
1987/3/12 19:00,,,,,,0,,,,,
1987/3/12 20:00,,,,,,0,,,,,
1987/3/12 21:00,7,,,,8.8,0,,,,3.3,ìåìÏìå
1987/3/12 22:00,,,,,,0,,,,,
1987/3/12 23:00,,,,,,0,,,,,
1987/3/13 0:00,10,,,,8.5,0,,,,1.9,ìå
1988/3/12 1:00,,,,,,0,,,,,
1988/3/12 2:00,,,,,,0,,,,,
1988/3/12 3:00,10,,,,13.8,0,,,,6,ìÏêº
1988/3/12 4:00,,,,,,0,,,,,
1988/3/12 5:00,,,,,,0.5,,,,,
1988/3/12 6:00,10,,,,13.1,6,,,,2.3,ìÏìå
1988/3/12 7:00,,,,,,12.5,,,,,
1988/3/12 8:00,,,,,,0.5,,,,,
1988/3/12 9:00,10,,,,9.2,0,,,,4.2,ñkñkêº
1988/3/12 10:00,,,,,,0,,,,,
1988/3/12 11:00,,,,,,0,,,,,
1988/3/12 12:00,0,,,,18,0,,,,0.4,êºñkêº
1988/3/12 13:00,,,,,,0,,,,,
1988/3/12 14:00,,,,,,0,,,,,
1988/3/12 15:00,9,,,,21.2,0,,,,2.2,ñk
1988/3/12 16:00,,,,,,0,,,,,
1988/3/12 17:00,,,,,,0,,,,,
1988/3/12 18:00,4,,,,15.4,0,,,,8.6,ñkñkêº
1988/3/12 19:00,,,,,,0,,,,,
1988/3/12 20:00,,,,,,0,,,,,
1988/3/12 21:00,0,,,,11.3,0,,,,10.2,ñkñkêº
1988/3/12 22:00,,,,,,0,,,,,
1988/3/12 23:00,,,,,,0,,,,,
1988/3/13 0:00,0,,,,9.8,0,,,,9.1,ñkñkêº
1989/3/12 1:00,,,,,,0,,,,,
1989/3/12 2:00,,,,,,0,,,,,
1989/3/12 3:00,10-,,,,8.1,0,,,,1.9,ñkñkìå
1989/3/12 4:00,,,,,,0,,,,,
1989/3/12 5:00,,,,,,0,,,,,
1989/3/12 6:00,1,,,,4.8,0,,,,0,ê√â∏
1989/3/12 7:00,,,,,,0,,,,,
1989/3/12 8:00,,,,,,0,,,,,
1989/3/12 9:00,0,,,,10.6,0,,,,1.6,ñkñkêº
1989/3/12 10:00,,,,,,0,,,,,
1989/3/12 11:00,,,,,,0,,,,,
1989/3/12 12:00,0,,,,14.6,0,,,,1.8,ìÏìå
1989/3/12 13:00,,,,,,0,,,,,
1989/3/12 14:00,,,,,,0,,,,,
1989/3/12 15:00,0,,,,15,0,,,,3.6,ìÏ
1989/3/12 16:00,,,,,,0,,,,,
1989/3/12 17:00,,,,,,0,,,,,
1989/3/12 18:00,2,,,,14.1,0,,,,3.7,ìÏêº
1989/3/12 19:00,,,,,,0,,,,,
1989/3/12 20:00,,,,,,0,,,,,
1989/3/12 21:00,10-,,,,12.6,0,,,,3.9,ìÏ
1989/3/12 22:00,,,,,,0,,,,,
1989/3/12 23:00,,,,,,0,,,,,
1989/3/13 0:00,9,,,,13,0,,,,2.5,ìÏìÏêº
1990/3/12 1:00,,,,,15.2,0,,,,5.9,ìÏêº
